XM_016665155.1
XM_016670390.1
XM_016675120.1
XM_007541035.2
XM_007550074.1
XM_007550894.2
XM_007554972.2
XM_007562051.2
XM_007567291.2
XM_007572171.2
XM_007574172.2
XM_007576729.2
XM_007578423.2
XM_016662152.1
XM_016666800.1
XM_016669378.1
XM_016670473.1
XM_016670962.1
XM_016671532.1
XM_016676178.1
XM_016677983.1
XM_007578713.2
XM_007562500.2
XM_016661384.1
XM_016667884.1
XM_016673637.1
XM_007574369.2
XM_007567249.2
XM_007552105.2
XM_016677163.1
XM_016676844.1
XM_007564586.2
XM_007570376.2
XM_007560404.2
XM_007567413.2
XM_007568841.2
XM_007553953.2
XM_016679272.1
XM_007564474.2
XM_016664464.1
XM_007548557.2
XM_007555565.2
XM_016669369.1
XM_016672802.1
XM_007542726.2
XM_007572518.2
XM_016676551.1
XM_016675221.1
XM_016661825.1
XM_016665397.1
XM_016670093.1
XM_007562847.2
XM_007575133.2
XM_016674047.1
XM_007563866.2
XM_016671051.1
XM_007565115.2
XM_016667696.1
XM_007551782.2
XM_007575454.2
XM_007548531.2
XM_016671502.1
XM_007563227.2
XM_007544949.2
XM_007578139.2
XM_007542704.2
XM_016677614.1
XM_016661214.1
XM_007562041.2
XM_007541160.2
XM_007569804.2
XM_007547317.2
XM_007566281.2
XM_016670423.1
XM_007540843.2
XM_007554619.2
XM_016662471.1
XM_007557798.2
XM_016680231.1
XM_007573323.2
XM_007565342.2
XM_016678244.1
XM_007555380.2
XM_007562050.2
XM_007568348.2
XM_007549409.2
XM_016662751.1
XM_007547626.2
XM_007555724.2
XM_007576673.2
XM_016676866.1
XR_001662655.1
XM_007576804.2
XM_007569022.2
XM_007564886.2
XM_016670493.1
XM_016675814.1
XR_001663386.1
XM_007553749.2
XM_007547174.2
XM_016661147.1
XM_016675886.1
XM_007546716.2
XM_007552810.2
XR_001664260.1
XM_007562521.2
XM_007576714.2
XM_007560507.2
XM_007568563.2
XM_016664201.1
XM_016667877.1
XM_007548149.2
XM_007570850.2
XM_007548143.2
XM_016681551.1
XM_016669906.1
XM_016678518.1
XM_007553901.2
XM_016679164.1
XM_016679929.1
XM_007546728.2
XM_007548046.2
XM_007551332.2
XM_007541084.2
XM_007556676.2
XM_007548880.2
XM_016675503.1
XM_007545660.2
XM_007553534.2
XM_016669945.1
XM_016669793.1
XM_007574501.2
XM_007564023.2
XM_007562328.2
XM_016671798.1
XM_007547767.2
XM_016677830.1
XM_016681431.1
XM_007563318.2
XM_007558995.2
XM_016665894.1
XM_016668530.1
XM_016661646.1
XM_016677074.1
XM_016677418.1
XM_007546264.2
XM_007566885.2
XM_007570588.2
XM_016669303.1
XM_016678627.1
XM_007574378.2
XM_016663722.1
XM_007569572.2
XM_007542259.2
XM_007563080.2
XM_016668491.1
XM_016673121.1
XR_001661957.1
XM_007551567.2
XM_007545573.1
XM_007554424.2
XM_007552535.2
XM_016678094.1
XR_001662668.1
XM_016678794.1
XM_016673818.1
XM_007572319.2
XM_016670325.1
XM_007556049.2
XM_016673022.1
XM_016676528.1
XM_016678814.1
XM_016668227.1
XM_007563509.2
XM_007566264.2
XM_007563215.2
XM_016677613.1
XM_016677730.1
XM_007565116.2
XM_016661985.1
XM_016675219.1
XM_007548054.2
XM_016671495.1
XM_016679195.1
XM_016676646.1
XM_007550693.2
XM_007543213.2
XM_007555108.2
XM_007555575.2
XM_007555042.2
XM_007554786.2
XM_007548875.2
XM_016665035.1
XM_007552842.2
XM_016672250.1
XM_016673792.1
XM_007540070.2
XM_016670611.1
XM_016672362.1
XM_007563051.2
XM_007546887.2
XM_007550873.2
XM_007559439.2
XM_007570669.2
XM_016668863.1
XM_007546885.2
XM_016668362.1
XM_007557733.2
XM_007558410.2
XM_007556963.2
XM_007540853.2
XM_016669572.1
XM_016667697.1
XM_007551165.2
XM_016675720.1
XM_016665938.1
XM_007569990.2
XR_001664130.1
XM_007541083.2
XM_007549943.2
XM_016675246.1
XM_007553233.2
XM_007578617.2
XM_016678149.1
XM_007558300.2
XM_016678848.1
XM_016664396.1
XM_007566904.2
XM_007575627.2
XM_016664418.1
XM_007563777.2
XM_016677478.1
XM_007550729.2
XM_016680685.1
XM_016670882.1
XM_007560195.2
XM_016675150.1
XM_007572615.2
XM_007579076.1
XM_007572863.2
XM_007548968.2
XM_016681423.1
XM_016675563.1
XM_016674960.1
XM_016668841.1
XM_007547067.2
XM_016671513.1
XM_016681600.1
XM_007574664.2
XM_007552560.2
XM_016663131.1
XM_016670100.1
XM_016676382.1
XM_007543137.2
XM_007555937.2
XM_016680764.1
XM_016678245.1
XM_007558631.2
XM_016668107.1
XM_016673203.1
XM_007552119.2
XM_007558222.2
XM_016670696.1
XM_007541021.2
XM_016681546.1
XM_016680060.1
XM_007562527.2
XM_007568127.2
XM_016680173.1
XM_016668375.1
XM_007576374.2
XM_016671075.1
XM_016680319.1
XM_007549423.2
XR_001659489.1
XM_016661168.1
XM_016673173.1
XM_007547932.2
XM_016665372.1
XM_007551121.2
XM_007571959.2
XM_007563736.2
XM_007547080.2
XM_016677461.1
XM_016669474.1
XM_016681821.1
XM_007559574.2
XM_016673665.1
XM_016678489.1
XR_001661835.1
XM_016663220.1
XM_007549611.2
XM_016674101.1
XM_016672181.1
XM_007561119.2
XM_007553348.2
XM_016660996.1
XM_007544811.2
XM_016677838.1
XM_007553862.2
XM_016676535.1
XM_007561207.2
XM_007557596.2
XM_016675037.1
XM_016668556.1
XM_016668535.1
XM_016676760.1
XM_016671991.1
XM_007571522.2
XM_007547825.2
XM_007578709.2
XM_007574462.2
XM_007557202.2
XM_016681267.1
XM_007574146.2
XM_016669498.1
XM_007547782.2
XM_016669368.1
XM_016671217.1
XM_007562257.2
XM_007569095.2
XM_016678488.1
XM_007562482.2
XM_016664470.1
XM_007563989.2
XM_016671209.1
