XM_007574581.2
XR_001664473.1
XM_007553422.2
XR_001664374.1
XR_001661166.1
XR_001663892.1
XM_007574501.2
XM_007553338.2
XR_001659809.1
XM_007557733.2
XR_001661524.1
XR_001659683.1
XM_007559763.2
XM_016662471.1
XM_007570376.2
XM_007577795.2
XM_016674454.1
XM_016666813.1
XR_001662925.1
XR_001660734.1
XM_007541035.2
XM_016672991.1
XR_001661489.1
XM_007571740.2
XM_016667815.1
XR_001659593.1
XM_016680231.1
XM_007552158.2
XM_007565062.2
XM_016662299.1
XM_007561015.2
XM_007556352.2
XM_016660810.1
XM_007552475.2
XR_001663046.1
XM_007550074.1
XM_007547867.2
XM_007555631.2
XR_476191.1
XM_007575090.2
XR_001659722.1
XR_001664401.1
XR_001661245.1
XM_007563914.2
XM_016680270.1
XM_007570668.2
XM_007574580.2
XM_007564728.2
XM_016671502.1
XR_001661822.1
XR_001660516.1
XM_007545779.2
XR_001659018.1
XM_007542762.2
XM_007572468.2
XM_007558384.2
XM_007576481.2
XM_007577148.1
XM_007578452.2
XM_007565699.2
XR_001660077.1
XR_001664541.1
XM_016663721.1
XM_016665754.1
XM_007541421.2
XM_016662391.1
XR_001658974.1
XR_001663435.1
XM_016674484.1
XR_001664477.1
XM_007569804.2
XM_007547317.2
XM_016678245.1
XM_007578493.2
XR_476189.2
XM_016664201.1
XM_016681562.1
XM_016676589.1
XM_016679890.1
XM_007546522.1
XM_007554251.2
XM_007571782.2
XM_016676642.1
XM_007570649.2
XM_007570247.2
XR_001662338.1
XR_001661328.1
XM_016678244.1
XM_016666442.1
XR_001663386.1
XM_016678020.1
XM_007552485.2
XM_007561132.2
XM_007567491.2
XM_007553540.2
XM_016662145.1
XM_007577533.2
XM_007571819.2
XM_007541885.2
XM_016669459.1
