XM_007542498.2
XM_007569174.2
XM_016666118.1
XR_001662456.1
XM_007567581.2
XM_007572171.2
XM_016673175.1
XM_016666703.1
XR_001658974.1
XM_007562740.2
XR_001661135.1
XR_001661251.1
XM_007552485.2
XR_001663046.1
XM_007577795.2
XR_001659172.1
XM_016672617.1
XR_476191.1
XM_007568986.2
XM_007557733.2
XM_007562190.2
XR_001664374.1
XM_007558384.2
XM_007561105.2
XM_016680746.1
XR_001664471.1
XR_001663997.1
XM_016676867.1
XM_007550693.2
XM_016681699.1
XM_016662471.1
XM_007558958.2
XM_007574880.2
XM_007546299.2
XR_001661245.1
XM_007560974.2
XM_007541035.2
XR_001661994.1
XR_001661305.1
XM_007552475.2
XM_007540156.2
XM_007572689.2
XM_016671352.1
XR_476946.2
XM_016674047.1
XM_007543680.2
XM_007574172.2
XM_007571741.2
XM_007557937.2
XM_007544718.2
XM_016672447.1
XM_016666813.1
XR_001660619.1
XM_016681272.1
XR_001663892.1
XM_016672518.1
XM_016669572.1
XR_001663082.1
XM_007563914.2
XM_007549409.2
XR_001659153.1
XM_016673979.1
XR_001662763.1
XM_007573181.2
XM_007546842.2
XM_016675231.1
XM_016678244.1
XM_007575441.2
XM_007553338.2
XM_007559264.2
XM_016661774.1
XM_016661627.1
XM_007575655.2
XM_007559425.2
XM_007543951.2
XR_001658747.1
XM_007554987.2
XM_007552892.2
XM_016670142.1
XM_007540771.2
XR_001663567.1
XM_007568500.2
XR_001661309.1
XM_007544062.2
XM_016672088.1
XM_007576740.2
XM_007562882.2
XM_016677510.1
XM_007566466.2
XM_007547191.2
XM_007559764.2
XR_476695.2
XR_001659383.1
XM_016660893.1
XM_007556365.2
XM_007576467.2
XM_007550515.2
XM_007571213.2
XM_007556109.2
XM_007549985.2
